id,name,field,value
100260001,Sombrero de la Compañía de Payasos,desc,"←◊7 Escala 7◊→
【Efecto de Péndulo】
Durante tu Main Phase: puedes mandar al Cementerio 1 carta ""Compañía de Payasos"" desde tu Deck, excepto un Monstruo de Péndulo y, si lo haces, Invoca esta carta de Modo Especial, y además no puedes activar los efectos de monstruos Invocados de Modo Especial desde el Deck o Deck Extra hasta el final del próximo turno. 
Sólo puedes usar este efecto de ""Sombrero de la Compañía de Payasos"" una vez por turno.
━━━━━━━━━━━━━━━━━━━━━━━
【Efecto de Monstruo】
Los monstruos que controle tu adversario pierden 1500 DEF mientras controles un monstruo Invocado por Sacrificio. 
Si esta carta es Sacrificada: puedes activar 1 de estos efectos (pero sólo puedes usar cada uno de estos efectos de ""Sombrero de la Compañía de Payasos"" una vez por turno);
● Baraja todos los Monstruos de Péndulo en el Campo y en los Decks Extra boca arriba al Deck.
● Invoca de Modo Especial 1 monstruo ""Compañía de Payasos"" desde tu Deck o Deck Extra, excepto un Monstruo de Péndulo, ignorando sus condiciones de Invocación."
100260001,Sombrero de la Compañía de Payasos,str1,Invocación Especial
100260001,Sombrero de la Compañía de Payasos,str2,Elegir un efecto
100260001,Sombrero de la Compañía de Payasos,str3,Devolver al Deck
100260001,Sombrero de la Compañía de Payasos,str4,Invocación Especial
100261001,Conejo Oscuro Divertido,name,Conejo Oscuro Divertido
100261001,Conejo Oscuro Divertido,desc,"(Esta carta se trata como un monstruo Toon mientras ""Mundo Toon"" está en el Campo).	
Después de que esta carta sea Invocada de Modo Normal o Especial, durante tu Main Phase este turno, puedes Invocar de Modo Normal 1 monstruo que mencione ""Mundo Toon"" además de tu Invocación Normal/Colocada (sólo puedes ganar este efecto una vez por turno). 
Una vez por turno: puedes añadir a tu mano o Colocar boca arriba en tu Campo, 1 Mágica de Campo ""Toon"" o Mágica Continua ""Toon"" desde tu Deck."
100261001,Conejo Oscuro Divertido,str2,"Invocar por el efecto de ""Conejo Oscuro Divertido"""
100261001,Conejo Oscuro Divertido,str3,Efecto de añadir a la mano
100261001,Conejo Oscuro Divertido,str4,Colocar
100261002,Gato Cómico,name,Gato Cómico
100261002,Gato Cómico,desc,"(Esta carta se trata como un monstruo Toon mientras ""Mundo Toon"" está en el Campo).	
(Efecto Rápido): Durante la Main Phase: puedes Sacrificar 1 monstruo (si controlas ""Mundo Toon"", puedes Sacrificar 1 monstruo del adversario, aunque no lo controles), y si lo haces, Invoca de Modo Especial 1 monstruo desde tu mano o Deck que mencione ""Mundo Toon"", ignorando sus condiciones de Invocación. 
Sólo puedes usar este efecto de ""Gato Cómico"" una vez por turno."
100261002,Gato Cómico,str2,Invocación Especial
100261003,Caja Malvada,name,Caja Malvada
100261003,Caja Malvada,desc,"(Esta carta se trata como un monstruo Toon mientras ""Mundo Toon"" está en el Campo).	
Si controlas ""Mundo Toon"": puedes Invocar esta carta de Modo Especial desde tu mano, y después puedes añadir a tu mano, o Colocar, 1 Trampa ""Toon"" desde tu Deck. 
Sólo puedes usar este efecto de ""Caja Malvada"" una vez por turno. 
Una vez por turno (Efecto Rápido): puedes seleccionar 1 carta en cualquier Cementerio; colócala en el fondo del Deck."
100261003,Caja Malvada,str1,Invocación Especial
100261003,Caja Malvada,str2,Recuperar del Cementerio
100261003,Caja Malvada,str3,¿Seleccionar una Carta de Trampa?
100261004,Ilusionista sin Rostro de Ojos Oscuros,name,Ilusionista sin Rostro de Ojos Oscuros
100261004,Ilusionista sin Rostro de Ojos Oscuros,desc,"Puedes descartar esta carta para activar 1 de estos efectos (pero sólo puedes usar cada uno de estos efectos de ""Ilusionista sin Rostro de Ojos Oscuros"" una vez por turno);
● Coloca 1 ""Escáner Mental"" desde tu mano o Deck boca arriba en tu Campo.
● Añade a tu mano 1 monstruo que mencione ""Mundo Toon"" desde tu Cementerio, y después puedes Invocarlo de Modo Especial, ignorando sus condiciones de Invocación.	
Si esta carta batalla, ningún monstruo puede ser destruido en esa batalla."
100261004,Ilusionista sin Rostro de Ojos Oscuros,str1,Descartar
100261004,Ilusionista sin Rostro de Ojos Oscuros,str2,Colocar una Carta Trampa
100261004,Ilusionista sin Rostro de Ojos Oscuros,str3,Recuperar un monstruo
100261004,Ilusionista sin Rostro de Ojos Oscuros,str4,Invocación Especial?
100261005,Dragón Toon de Ojos Azules Definitivo,name,Dragón Toon de Ojos Azules Definitivo
100261005,Dragón Toon de Ojos Azules Definitivo,desc,"""Dragón Toon de Ojos Azules"" + 2 monstruos Toon	
Debe ser Invocado de Modo Especial (desde tu Deck Extra) barajando al Deck/Deck Extra las cartas mencionadas arriba desde tu mano, Campo y/o Cementerio. 
Tus monstruos Toon pueden atacar directamente. 
Una vez por turno: puedes añadir a tu mano 1 carta ""Toon"", o 1 carta que mencione el nombre de una carta ""Toon"", desde tu Cementerio. 
Si tu monstruo Toon es atacado, durante el cálculo de daño: puedes desterrarlo hasta el final del Damage Step."
100261005,Dragón Toon de Ojos Azules Definitivo,str2,Recuperar
100261005,Dragón Toon de Ojos Azules Definitivo,str3,Desterrar
100261006,"Mundo Toon, el Mundo Perfecto",name,"Mundo Toon, el Mundo Perfecto"
100261006,"Mundo Toon, el Mundo Perfecto",desc,"(El nombre de esta carta se convierte en ""Mundo Toon"" mientras está en la Zona del Campo).	
Una vez por turno: puedes añadir a tu mano 1 carta ""Toon"", o 1 carta que mencione el nombre de una carta ""Toon"", desde tu Deck. 
Sólo puedes usar este efecto de ""Mundo Toon, el Mundo Perfecto"" hasta tres veces por turno. 
Antes de resolver otra carta o efecto activado, puedes desterrar 1 monstruo Toon que controles hasta inmediatamente después de que esa carta o efecto se resuelva, y además no puedes desterrar monstruos con ese mismo nombre original con este efecto de esta carta por el resto de este turno."
100261006,"Mundo Toon, el Mundo Perfecto",str2,Añadir a la mano
100261006,"Mundo Toon, el Mundo Perfecto",str4,¿Desterrar el monstruo?
100261007,Escáner Mental,name,Escáner Mental
100261007,Escáner Mental,desc,"Mientras haya una carta ""Toon"" en tu Campo o Cementerio, tu adversario debe jugar con su mano revelada todo el tiempo, y además puedes mirar sus cartas Colocadas. 
Si tienes un monstruo Toon y una Mágica ""Toon"" en tu Campo y/o Cementerio: puedes declarar 1 nombre de carta que no se haya activado en esta Cadena; mientras esta carta está boca arriba, hasta el final de este turno, niega los efectos activados de la carta declarada o de cartas con ese nombre original. 
Sólo puedes usar este efecto de ""Escáner Mental"" una vez por turno."
100261007,Escáner Mental,str2,Declarar
100261023,Terracottan Artibruja,name,Terracottan Artibruja
100261023,Terracottan Artibruja,desc,"Si esta carta está en la mano: puedes seleccionar 1 carta ""Artibruja"" en tu Cementerio, excepto ""Terracottan Artibruja""; añádela a tu mano y, si lo haces, Invoca esta carta de Modo Especial, pero no puedes Invocar de Modo Especial desde el Deck Extra por el resto de este turno, excepto monstruos ""Artibruja"". 
Durante tu Main Phase: puedes Invocar por Fusión 1 Monstruo de Fusión ""Artibruja"", usando monstruos de tu mano y/o Campo como material. 
Sólo puedes usar cada uno de los efectos de ""Terracottan Artibruja"" una vez por turno.
"
100261023,Terracottan Artibruja,str1,Invocación Especial
100261023,Terracottan Artibruja,str2,Invocación por Fusión
100261024,Marka Artibruja,name,Marka Artibruja
100261024,Marka Artibruja,desc,"Puedes Sacrificar esta carta en tu mano o Campo; añade a tu mano 1 Mágica de Campo o Continua ""Artibruja"" desde tu Deck. 
Si uno o más monstruos ""Artibruja"" boca arriba que controles dejan el Campo por el efecto de una carta del adversario mientras esta carta está en tu Cementerio: puedes Invocar esta carta de Modo Especial (pero destiérrala cuando deje el Campo) y, si lo haces, Sacrifica 1 monstruo del adversario. 
Sólo puedes usar cada uno de los efectos de ""Marka Artibruja"" una vez por turno."
100261024,Marka Artibruja,str1,Añadir a la mano
100261024,Marka Artibruja,str2,Invocación Especial
100261025,Artibruja Madame Rilliona,name,Artibruja Madame Rilliona
100261025,Artibruja Madame Rilliona,desc,"""Artibruja Madame Vidria"" + 2 Lanzadores de Conjuros	
Si esta carta es Invocada por Fusión: puedes Invocar de Modo Especial hasta 3 monstruos ""Artibruja"" de Nivel 7 o menor con diferentes Atributos desde tu mano y/o Deck, y además no puedes Invocar de Modo Especial desde el Deck Extra por el resto de este turno, excepto Monstruos de Fusión. 
Durante tu End Phase, si esta carta está en tu Cementerio: puedes revelar 1 Mágica en tu mano; Invoca esta carta de Modo Especial en Posición de Defensa. 
Sólo puedes usar cada uno de los efectos de ""Artibruja Madame Rilliona"" una vez por turno."
100261025,Artibruja Madame Rilliona,str1,Invocar de Modo Especial desde el Deck
100261025,Artibruja Madame Rilliona,str2,Invocar esta carta de Modo Especial
100261026,Artibruja Aprendices,name,Artibruja Aprendices
100261026,Artibruja Aprendices,desc,"1 monstruo ""Artibruja"" + 1 monstruo Lanzador de Conjuros	
(Efecto Rápido): Durante la Main Phase o Battle Phase: puedes activar 1 de estos efectos;
● Añade a tu mano 1 Mágica ""Artibruja"" desde tu Deck.
● Revela 1 Mágica Normal o de Juego Rápido ""Artibruja"" en tu mano; aplica el efecto de activación de esa Mágica.	
Durante tu End Phase: puedes devolver al Cementerio 1 de tus cartas ""Artibruja"" desterradas. 
Sólo puedes usar cada uno de los efectos de ""Artibruja Aprendices"" una vez por turno."
100261026,Artibruja Aprendices,str1,Activar
100261026,Artibruja Aprendices,str2,Volver al Cementerio
100261026,Artibruja Aprendices,str3,Efecto de añadir a la mano
100261026,Artibruja Aprendices,str4,Copiar efecto
100261027,Celebración Artibruja,name,Celebración Artibruja
100261027,Celebración Artibruja,desc,"Puedes usar uno de los siguientes efectos:
● Destruye 1 monstruo ""Artibruja"" que controles y 1 carta que controle tu adversario.
● Puedes Invocar por Fusión 1 Monstruo de Fusión ""Artibruja"" barajando al Deck monstruos Artibruja desde tu Cementerio y destierro.	
Durante tu End Phase, si esta carta está en tu Cementerio mientras controlas un monstruo ""Artibruja"", puedes: añadir esta carta a tu mano. 
Sólo puedes usar 1 de los efectos de ""Celebración Artibruja"" por turno, y sólo una vez ese turno."
100261027,Celebración Artibruja,str1,Activar
100261027,Celebración Artibruja,str2,Añadir a la mano
100261027,Celebración Artibruja,str3,Efecto de destrucción
100261027,Celebración Artibruja,str4,Invocación por Fusión
100261028,Walpurgis Artibruja,name,Walpurgis Artibruja
100261028,Walpurgis Artibruja,desc,"Durante tu Main Phase, puedes: añade a tu mano 1 monstruo ""Artibruja"" desde tu Deck, y después descarta 1 carta. 
Sólo puedes usar este efecto de ""Walpurgis Artibruja"" una vez por turno. 
Durante tu turno, si fueras a descartar una carta para activar el efecto de un monstruo ""Artibruja"", puedes en su lugar mandar al Cementerio 1 Carta Mágica/Trampa ""Artibruja"" desde tu Deck, excepto ""Walpurgis Artibruja""."
100261028,Walpurgis Artibruja,str1,Añadir a la mano
100261029,Distorsión Artibruja,name,Distorsión Artibruja
100261029,Distorsión Artibruja,desc,"Cuando tu adversario activa una Carta Mágica/Trampa o un efecto de monstruo, y controlas un monstruo ""Artibruja"" de Nivel 5 o mayor: niega la activación y, si lo haces, destruye esa carta. 
Excepto en el turno en que esta carta fue mandada al Cementerio: puedes desterrar esta carta en el Cementerio; añade a tu mano 1 monstruo Lanzador de Conjuros de Nivel 5 o mayor desde tu Deck, y después descarta 1 carta. 
Sólo puedes usar cada uno de los efectos de ""Distorsión Artibruja"" una vez por turno."
100261029,Distorsión Artibruja,str1,Activar
100261029,Distorsión Artibruja,str2,Añadir a la mano
100261047,Ogra Desencadenada de Shara,name,Ogra Desencadenada de Shara
100261047,Ogra Desencadenada de Shara,desc,"(Efecto Rápido): Durante la Main Phase: puedes descartar esta carta; Invoca de Modo Especial 1 monstruo Demonio desde tu mano, y después destruye 1 carta que controles. 
Si una carta en el Campo es destruida en batalla, o por un efecto de una carta ""Desencadenado/a"" que no sea ""Ogra Desencadenada de Shara"", mientras esta carta está en el Cementerio: puedes añadir esta carta a tu mano, o Invocarla de Modo Especial (pero si la Invocas de Modo Especial, colócala en el fondo del Deck cuando deje el Campo). 
Sólo puedes usar cada uno de los efectos de ""Ogra Desencadenada de Shara"" una vez por turno."
100261047,Ogra Desencadenada de Shara,str1,Invocación Especial
100261047,Ogra Desencadenada de Shara,str2,Recuperar
100261048,Ogro Desencadenado de Shma,name,Ogro Desencadenado de Shma
100261048,Ogro Desencadenado de Shma,desc,"Si esta carta es Invocada de Modo Normal: puedes Invocar de Modo Especial 1 monstruo ""Desencadenado/a"" de Nivel 4 o menor desde tu Deck (excepto ""Ogro Desencadenado de Shma""), y después destruye 1 carta que controles, y además por el resto de este turno, no puedes Invocar de Modo Especial, excepto monstruos Demonio. 
Si esta carta en el Campo es destruida en batalla, o por un efecto de una carta ""Desencadenado/a"" que no sea ""Ogro Desencadenado de Shma"": puedes Invocar de Modo Especial 1 monstruo ""Desencadenado/a"" desde tu mano o Deck, excepto ""Ogro Desencadenado de Shma"". 
Sólo puedes usar cada uno de los efectos de ""Ogro Desencadenado de Shma"" una vez por turno."
100261048,Ogro Desencadenado de Shma,str1,Invocar de Modo Especial desde el Deck
100261048,Ogro Desencadenado de Shma,str2,Invocar de Modo Especial desde tu mano/Deck
100261049,Magistrado Malévolo Desencadenado de Kamura,name,Magistrado Malévolo Desencadenado de Kamura
100261049,Magistrado Malévolo Desencadenado de Kamura,desc,"Puedes seleccionar hasta 3 cartas que controles; destrúyelas y, si lo haces, Invoca esta carta de Modo Especial desde tu mano, y después puedes aplicar estos efectos, en secuencia, basados en los tipos originales de las cartas destruidas.
● Monstruo: Roba 1 carta.
● Mágica: Cambia la posición de batalla de 1 monstruo.
● Trampa: Destruye 1 otra carta en el Campo.	
Si esta carta en el Campo es destruida por efecto de carta: puedes destruir todos los monstruos en el Campo. 
Sólo puedes usar cada uno de los efectos de ""Magistrado Malévolo Desencadenado de Kamura"" una vez por turno."
100261049,Magistrado Malévolo Desencadenado de Kamura,str1,Invocación Especial
100261049,Magistrado Malévolo Desencadenado de Kamura,str2,Efecto de destrucción
100261049,Magistrado Malévolo Desencadenado de Kamura,str3,¿Robar 1 carta?
100261049,Magistrado Malévolo Desencadenado de Kamura,str4,¿Cambiar la posición de batalla?
100261049,Magistrado Malévolo Desencadenado de Kamura,str5,¿Destruir?
100261050,Enma Desencadenado Señor de Yama,name,Enma Desencadenado Señor de Yama
100261050,Enma Desencadenado Señor de Yama,desc,"2+ monstruos incluyendo un monstruo ""Alma Desencadenada""	
Durante tu End Phase: puedes seleccionar hasta 2 monstruos Demonio en tu Cementerio que fueron destruidos este turno; Invócalos de Modo Especial, pero mientras están boca arriba en la Zona de Monstruos, no puedes Invocar de Modo Especial, excepto monstruos Demonio. 
Si esta carta en el Campo fuera a ser destruida en batalla o por efecto de carta, puedes destruir 1 carta boca arriba en cualquier Campo en su lugar. 
Sólo puedes usar cada uno de los efectos de ""Enma Desencadenado Señor de Yama"" una vez por turno."
100261050,Enma Desencadenado Señor de Yama,str1,Invocación Especial
100261050,Enma Desencadenado Señor de Yama,str3,"Invocado de Modo Especial por el efecto de ""Enma Desencadenado Señor de Yama"""
100261051,Alma Desencadenada de Rabia Abominadora,name,Alma Desencadenada de Rabia Abominadora
100261051,Alma Desencadenada de Rabia Abominadora,desc,"2+ monstruos incluyendo un monstruo Demonio	
Si tu adversario Invoca de Modo Especial un monstruo boca arriba: puedes seleccionar 1 de ellos; destruye 1 monstruo Demonio que controles y, si lo haces, niega sus efectos hasta el final de este turno. 
(Efecto Rápido): Cuando se activa un efecto de monstruo en el Campo mientras controlas un monstruo ""Desencadenado/a"" de Link-4 o mayor: puedes desterrar esta carta en tu Cementerio; destruye ese monstruo. 
Sólo puedes usar cada uno de los efectos de ""Alma Desencadenada de Rabia Abominadora"" una vez por turno."
100261051,Alma Desencadenada de Rabia Abominadora,str1,Negar
100261051,Alma Desencadenada de Rabia Abominadora,str2,Destruir
100261052,Reencarnación de los Desencadenados,name,Reencarnación de los Desencadenados
100261052,Reencarnación de los Desencadenados,desc,"Cuando esta carta se resuelve, puedes añadir a tu mano 1 Mágica ""Desencadenado/a"" excepto ""Reencarnación de los Desencadenados"" o 1 ""Prisión de la Abominación"" desde tu Deck. 
Una vez por turno: puedes seleccionar hasta 3 cartas ""Desencadenado/a"" en tu Cementerio, excepto ""Reencarnación de los Desencadenados""; barájalas al Deck, y después puedes destruir otras cartas que controles hasta el número de cartas barajadas. 
Sólo puedes activar 1 ""Reencarnación de los Desencadenados"" por turno."
100261052,Reencarnación de los Desencadenados,str1,Añadir a la mano?
100261052,Reencarnación de los Desencadenados,str2,Efecto de recuperación
100261052,Reencarnación de los Desencadenados,str3,¿Destruir la carta?
100261053,Sincretismo Desencadenado,name,Sincretismo Desencadenado
100261053,Sincretismo Desencadenado,desc,"Selecciona 2 monstruos boca arriba en cualquier Campo, incluyendo 1 Monstruo de Enlace ""Desencadenado/a"" que controles; inmediatamente después de que este efecto se resuelva, Invoca por Enlace 1 Monstruo de Enlace ""Desencadenado/a"", usando sólo esos 2 monstruos como material. 
Si esta carta Colocada en el Campo es destruida: puedes Invocar de Modo Especial 1 monstruo ""Desencadenado/a"" desde tu Deck. 
Sólo puedes usar cada uno de los efectos de ""Sincretismo Desencadenado"" una vez por turno."
100261053,Sincretismo Desencadenado,str1,Invocación de Enlace
100261053,Sincretismo Desencadenado,str2,Invocación Especial
100263001,Tirano Oscuro,name,Tirano Oscuro
100263001,Tirano Oscuro,desc,"Si tu adversario sólo controla monstruos en Posición de Defensa, esta carta puede atacar directamente. 
Sólo puedes usar cada uno de los siguientes efectos de ""Tirano Oscuro"" una vez por turno. 
Durante tu Main Phase, si se ha activado un efecto de Mágica este turno: puedes Invocar esta carta de Modo Especial desde tu mano. 
Si esta carta es mandada al Cementerio: puedes añadir a tu mano 1 monstruo Dinosaurio de Nivel 8 o mayor desde tu Deck, y después, si tu adversario controla un monstruo, puedes Invocarlo de Modo Especial desde tu mano."
100263001,Tirano Oscuro,str1,Invocación Especial
100263001,Tirano Oscuro,str2,Añadir a la mano
100263001,Tirano Oscuro,str3,Invocación Especial?
100263002,Fuerza Arcana XII - El Colgado,name,Fuerza Arcana XII - El Colgado
100263002,Fuerza Arcana XII - El Colgado,desc,"Si se activa un efecto: puedes revelar esta carta en tu mano a tu adversario; Invoca de Modo Especial 1 monstruo ""Fuerza Arcana"" desde tu mano en Posición de Defensa. 
Sólo puedes usar este efecto de ""Fuerza Arcana XII - El Colgado"" una vez por turno. 
Si esta carta es Invocada: lanza una moneda.
● Cara: Destruye 1 monstruo que controles y recibe daño igual a su ATK original.
● Cruz: Destruye 1 monstruo que controle tu adversario e inflige daño a tu adversario igual a su ATK original.
"
100263002,Fuerza Arcana XII - El Colgado,str1,Invocación Especial
100263002,Fuerza Arcana XII - El Colgado,str2,Efecto de lanzamiento de moneda
100263003,Bestia Fantasma Luninosa - Candelard,name,Bestia Fantasma Luninosa - Candelard
100263003,Bestia Fantasma Luninosa - Candelard,desc,"Aumenta el ATK/DEF de esta carta en 1000 x el número de cartas en tu mano. 
Sólo puedes usar los siguientes efectos de ""Bestia Fantasma Luninosa - Candelard"" una vez por turno. 
Puedes descartar otras 2 cartas mientras esta carta está en tu mano; Invoca esta carta de Modo Especial, y después puedes añadir a tu mano 1 carta cuyo efecto incluya un lanzamiento de moneda desde tu Deck. 
Si fuera a activarse un Efecto de Monstruo, Mágica o Trampa que incluya añadir una carta del Deck a la mano, puedes: negar ese efecto."
100263003,Bestia Fantasma Luninosa - Candelard,str1,Invocación Especial
100263003,Bestia Fantasma Luninosa - Candelard,str2,Negar
100263003,Bestia Fantasma Luninosa - Candelard,str3,Añadir a la mano?
100263004,Guerrero de Plasma Eitöm,name,Guerrero de Plasma Eitöm
100263004,Guerrero de Plasma Eitöm,desc,"(Esta carta se trata siempre como una carta ""Guerrero Magno"").	
Esta carta no puede ser Invocada de Modo Especial excepto desde tu mano o Cementerio Sacrificando 1 monstruo de Nivel 7 o mayor que controles, una vez por turno. 
Una vez por turno, puedes mandar al Cementerio 1 monstruo ""Guerrero Magnético"" o monstruo ""Guerrero Magno"" desde tu Deck, excepto ""Guerrero de Plasma Eitöm""; este turno, el ATK original de esta carta se convierte en 1500 y puede atacar directamente."
100263004,Guerrero de Plasma Eitöm,str2,Ataque directo
100263005,Señor de los Caballeros Blancos,name,Señor de los Caballeros Blancos
100263005,Señor de los Caballeros Blancos,desc,"Puedes desterrar 3 monstruos en tu Cementerio; Invoca esta carta de Modo Especial desde tu mano, y después puedes aplicar uno de los siguientes efectos:
● Invoca de Modo Especial 1 ""Caballero Blanco"" o un monstruo ""Noche Blanca"" desde tu mano o Deck.
● Añade a tu mano 1 ""Velo Blanco"" desde tu Deck.	
Sólo puedes usar este efecto de ""Señor de los Caballeros Blancos"" una vez por turno. 
Cuando se declara un ataque entre esta carta y un monstruo del adversario, el ATK del monstruo del adversario se convierte en 0. 
Si esta carta es destruida por tu adversario: tu adversario recibe 1000 puntos de daño."
100263005,Señor de los Caballeros Blancos,str1,Invocación Especial
100263005,Señor de los Caballeros Blancos,str2,El ATK se convierte en 0
100263005,Señor de los Caballeros Blancos,str3,Infligir daño
100263005,Señor de los Caballeros Blancos,str4,No resolver el efecto
100263005,Señor de los Caballeros Blancos,str5,Invocación Especial
100263005,Señor de los Caballeros Blancos,str6,Añadir a la mano
100263006,Señor de la Perdición Invencible,name,Señor de la Perdición Invencible
100263006,Señor de la Perdición Invencible,desc,"Durante la End Phase en la que uno o más monstruos fueron destruidos en batalla, puedes: Invocar esta carta de Modo Especial desde tu mano o Cementerio. Si un ""Señor de la Perdición Invencible"" fue destruido en batalla este turno, este monstruo Invocado de Modo Especial por este efecto tiene un ATK original de 3000 y no puede ser destruido por efectos. 
Durante tu Main Phase, puedes: revelar una cantidad de cartas de tu Deck igual al número de cartas que controle tu adversario +1, incluyendo una ""Desenvainar Espada"", y devolverlas a la parte superior de tu Deck en cualquier orden. 
Sólo puedes usar cada efecto de ""Señor de la Perdición Invencible"" una vez por turno."
100263006,Señor de la Perdición Invencible,str1,Invocación Especial
100263006,Señor de la Perdición Invencible,str2,Colocar en la parte superior del Deck
100263006,Señor de la Perdición Invencible,str3,Selecciona una carta para colocar en la parte superior del Deck.
100263007,HÉROE Elemental Clayguardman,name,HÉROE Elemental Clayguardman
100263007,HÉROE Elemental Clayguardman,desc,"1 monstruo ""HÉROE Elemental"" + 1 monstruo Guerrero	
Si esta carta es Invocada de Modo Especial, puedes: Invocar de Modo Especial 1 monstruo ""HÉROE Elemental"" desde tu Deck. Si tu adversario controla cartas, puedes infligir daño a sus LP igual a 400 x el número de cartas que controle. Sólo puedes Invocar de Modo Especial monstruos ""HÉROE Elemental"" desde tu Deck Extra este turno. 
Sólo puedes usar este efecto de ""HÉROE Elemental Clayguardman"" una vez por turno. 
Mientras esta carta está en una Zona de Monstruos, otros monstruos ""HÉROE Elemental"" que controles no pueden ser destruidos en batalla ni por efectos."
100263007,HÉROE Elemental Clayguardman,str1,Invocación Especial
100263007,HÉROE Elemental Clayguardman,str2,¿Infligir daño?
100263008,Martillo de Muñeca,name,Martillo de Muñeca
100263008,Martillo de Muñeca,desc,"Selecciona 1 monstruo que controles; destrúyelo, y después roba 2 cartas. Después de eso, puedes cambiar la posición de batalla de 1 monstruo que controle tu adversario. 
Si un monstruo es Invocado de Modo Especial desde tu Cementerio, mientras esta carta está en tu Cementerio: puedes añadir esta carta a tu mano. 
Sólo puedes usar cada efecto de ""Martillo de Muñeca"" una vez por turno.
"
100263008,Martillo de Muñeca,str1,Activar
100263008,Martillo de Muñeca,str2,Recuperar
100263008,Martillo de Muñeca,str3,¿Cambiar la posición de batalla?
100263009,Invocación Rápida,name,Invocación Rápida
100263009,Invocación Rápida,desc,"Inmediatamente después de que este efecto se resuelva, Invoca de Modo Normal 1 monstruo. Si tu adversario controla un monstruo, puedes Invocar de Modo Normal un monstruo de Nivel 5 o mayor sin Sacrificio con este efecto. 
Sólo puedes usar el siguiente efecto de ""Invocación Rápida"" una vez por turno.
● Durante tu Main Phase, excepto en el turno en que esta carta fue mandada al Cementerio: puedes desterrar esta carta en tu Cementerio; añade a tu mano 1 monstruo de Nivel 5 o mayor que pueda ser Invocado de Modo Normal desde tu Deck o Cementerio, y después Invoca ese monstruo por Sacrificio."
100263009,Invocación Rápida,str1,Activar
100263009,Invocación Rápida,str2,Añadir a la mano
100263009,Invocación Rápida,str3,¿Aplicar el efecto de {CARD} para Invocar sin Sacrificar?
100263010,D- Explosión,name,D- Explosión
